anchor,positive,negative
04337,01084,01099
02870,00738,02639
01952,01306,00649
04005,00809,00525
03645,00248,02901
00049,00457,00713
02689,02646,04551
03367,00221,01164
04523,02265,04410
04610,01505,00334
02003,04230,00796
00302,04248,04661
00342,02943,01981
03140,01889,01864
03524,00399,02547
04156,02585,04307
02866,00712,02428
02953,00724,03932
02441,01549,03100
02143,02326,04331
04107,02496,04483
01727,00584,03125
00406,03036,03273
01276,04473,00042
01663,03833,00384
04837,01870,04808
00616,04210,04128
00434,01616,04377
04465,04661,02300
03646,03255,01264
00717,00752,03248
03329,02487,01900
02338,03605,04977
04516,01947,03156
03646,03255,01627
01339,02819,02466
02365,02427,02941
03116,04247,03807
00020,00159,00872
01836,03216,00900
01226,00232,02486
02858,01262,00204
02177,01837,04279
02851,04507,00524
02163,04000,00585
04974,03619,04915
03468,04662,01276
01647,00638,04065
02338,00973,01338
02430,02842,02233
01683,04718,02876
04921,04588,00476
02537,03518,00314
04098,01422,03878
00228,01908,04798
00849,03057,03053
02311,02497,01512
02054,00159,03085
03663,04260,04966
03169,03172,03695
00381,01974,04947
03142,00553,00893
04680,00628,03619
00825,02748,03843
01929,00664,03857
03419,04488,02640
04831,00340,00812
03688,03588,02843
00686,02280,04446
00874,02754,01023
04157,04443,01329
04651,03600,02330
04868,02109,01744
01011,02995,04802
04733,01667,00611
01781,04597,02605
04731,04952,01418
02729,03566,03316
04925,01341,04290
00874,04114,00633
03432,04703,04940
02917,03406,00952
03223,04316,04163
04021,01969,01843
00283,01444,03730
04826,03689,04030
04243,03106,01376
00712,00824,00399
02585,04379,03756
03314,02703,03961
03322,03876,03776
00878,01190,04210
04013,01011,04704
04908,00267,04947
01426,04035,02187
01129,01342,02668
01448,03652,00169
04574,03588,03913
02870,00738,03548
00601,03096,04503
01804,03952,04383
01935,04363,02571
01907,01380,03292
01104,02836,03175
03043,02125,02183
01015,00367,03076
02732,01873,01508
03621,01912,03367
03464,02217,02978
04042,00570,01229
03206,03219,00628
00251,01660,01272
02983,02705,03925
02715,02385,04648
04064,03759,04727
02172,03049,03765
01179,04153,03430
00010,01981,03171
02045,02052,00455
03663,04925,02984
03415,04432,03012
03177,02242,03599
00308,03948,01208
04082,02235,04337
04106,01919,00692
00900,00617,04405
02305,03256,03639
01919,01905,03694
00611,04906,00146
04224,02055,02490
01540,01620,01130
02356,02192,04638
03973,01147,03712
01854,03533,04048
03833,00408,03385
02549,00918,00128
00510,01013,01426
03920,03676,02005
03175,03904,02977
00531,01557,04110
03588,03863,02895
04643,01962,03572
01819,00300,02186
00897,00275,02955
01042,02213,00218
00637,00564,00956
03344,04294,02997
04250,01926,04470
00630,03551,02996
02533,02576,00409
03944,02273,00338
01681,01157,00016
03767,01574,03704
02957,01878,02617
02316,01190,00049
01066,00810,01284
00285,02029,04941
03356,03669,02348
03012,02395,02788
02175,00809,02330
03041,03615,00802
02187,04296,04934
03543,00133,02443
02976,02403,04435
02687,00655,02223
02441,02162,03928
00507,02309,04155
04438,01131,04178
03306,00344,04439
03125,02497,00654
03560,04493,03906
01726,00246,02218
01424,04927,03595
00193,01387,03525
02458,00943,04977
00827,03906,00147
00483,02883,00304
03826,03496,01744
02964,03663,03194
04986,01890,02307
00934,04537,02771
03688,02709,04751
01548,00859,00616
01781,02163,00323
03947,04913,01342
00110,00071,04311
04011,04287,01275
03497,02729,03571
02899,02576,02265
04432,04667,03136
01114,01854,01691
02889,04113,00235
02411,03992,01258
01538,03981,03569
04826,03689,04966
03255,01135,03492
04570,02792,03878
00260,03973,02179
02338,00809,02740
00663,02726,03206
02644,04158,03137
02606,04160,02479
01458,00983,03278
00281,03663,00331
00621,03523,03333
04983,01238,00414
00026,01622,00377
02318,01733,03476
01681,04949,03585
02953,00200,04913
02416,02792,00952
04313,03657,02528
03075,04966,02623
03520,00805,03693
02148,01761,01331
02084,03140,03127
04119,01203,00319
01998,02710,02489
00635,03589,04008
01112,00862,00169
00996,00881,04413
01728,03605,02069
02983,00972,04117
01015,00494,04385
00322,02023,03379
03464,02217,00077
03992,02051,04208
00613,01699,02744
03868,01787,00338
03338,02208,00049
04069,01314,02176
01774,00498,00756
02870,00738,03954
00862,02638,04285
00686,03690,04911
03259,00233,02589
02684,01490,00378
01452,04305,01700
04082,04817,04143
00564,00528,03021
00627,04757,04427
02028,02787,03485
01977,03581,01826
03715,02575,01020
04492,04718,01752
00637,00112,01600
01320,01206,02221
00710,02413,00289
04196,01823,04582
01853,03515,03883
03286,02654,04963
00278,01889,03646
04455,02812,04057
00632,00525,04667
01773,04342,03486
00983,01086,02855
01406,01429,01597
03439,02604,02765
00837,00061,01931
00551,01614,02005
04687,00274,00378
02714,02567,01915
01305,01708,04733
02427,00594,02679
01675,02571,00868
00930,02850,00881
00819,01250,01505
04640,04085,04947
01405,04522,01353
03520,00805,04325
04064,03759,02010
00919,00394,00893
03970,01545,03309
03645,00331,02901
01855,02529,03897
02412,01223,02049
02537,03858,02229
04538,01873,04773
03876,01999,03017
04665,03467,00977
03643,04519,02202
00930,04498,00881
01706,04047,02483
01404,01597,01988
03639,00069,04410
02614,00039,01386
02338,00809,00771
00989,01332,04683
03040,02605,03913
02303,01039,03262
03012,01838,02359
00736,01742,04811
04329,04627,03187
01475,04550,00385
00957,03520,00001
02384,03255,03028
04943,04439,00271
03407,04319,03049
01589,01990,04333
02405,03877,01206
04801,04608,04627
02803,01063,00368
00769,04688,01962
03049,03278,02469
02480,01722,03587
04157,04443,02203
01837,02495,04713
03071,03633,04289
04317,03451,01332
00794,04186,03031
04083,02695,01382
04261,03807,02018
02626,03686,01012
02140,02022,01173
04219,04517,04879
00926,02502,01632
02242,03449,00146
03945,00635,03682
02235,04678,03658
03249,03591,04222
03303,00386,01870
03072,03570,03706
02038,03108,03872
04923,01787,04111
00975,02374,03036
02704,03863,00237
04050,04249,04722
04391,04421,01009
03878,02195,03846
04306,02715,04707
01219,02529,00136
04490,01028,01641
02916,01170,01800
03924,00273,03021
00653,03457,00626
03043,00067,02183
02408,01696,00773
04129,00621,04827
01878,01931,04812
01185,04951,03407
00737,02692,00929
00257,04330,04431
03851,00238,00055
03489,00480,00949
04525,04839,02555
02724,03045,04062
01011,00995,04802
04912,04681,04481
01720,00792,02962
01503,01158,00567
01033,03750,00661
04842,01321,04983
01641,03954,03853
02525,04088,00868
04562,03033,04811
03695,04038,00968
02663,03080,01691
03224,04489,00352
03252,00047,00445
02842,02403,03760
01220,00014,00831
02601,01789,02503
00904,00433,00094
00374,00915,00010
04864,00593,01967
03023,01690,01231
00486,00875,02403
00683,02819,02554
03251,01585,02596
02819,00674,02917
01025,02779,01326
00101,02356,01725
03746,04877,00559
02715,02385,01891
04564,04912,03633
01982,03244,01412
00950,02747,04065
01718,03608,04187
00921,03321,02804
00983,01685,00448
02777,03527,04831
01247,03374,00685
04861,02235,02038
00568,00458,00754
00945,02319,04886
03913,03189,00461
02583,01889,04648
03658,01936,03273
04330,00880,01081
02699,03690,03821
03303,00757,01446
02874,04877,03278
04651,04208,00934
03745,01289,04320
03961,01805,03788
03074,03577,00818
00897,02658,02721
02776,02508,01358
01382,03194,04390
02151,04869,01019
02874,02598,04698
04227,01960,02905
00486,04455,03339
00121,03158,03846
02151,04978,04051
00827,02950,03032
04831,03399,02498
00458,00408,04227
04019,02071,01514
01242,03036,02428
04779,01104,00310
01320,02055,02221
00290,00402,02906
00166,02579,00487
03430,04005,00149
02323,01729,03544
01773,02772,03750
01984,01427,00061
01327,03099,01294
01014,00590,01274
00905,04578,00076
00537,02871,01112
02486,01180,03706
00444,00843,00466
02029,02366,01388
02643,02207,04866
03571,00804,01631
03523,00210,02181
02874,01853,00843
02715,04152,03531
04021,01407,03095
00431,01145,03580
01683,00309,02876
01522,04085,00353
03972,02899,03595
04189,04542,02748
03110,01089,00681
01443,02399,00392
01404,01770,01728
03379,03093,02662
04791,04547,04446
03421,04066,02882
00414,02108,02387
02589,00051,04526
00473,04342,00024
02259,01993,04068
04833,04415,00648
01573,04750,00235
04079,01345,02300
03831,01135,01625
02829,03476,04730
00556,03523,00413
00914,02576,03824
00354,02978,03226
00740,02331,00567
01854,00992,03103
04864,01810,01636
02182,02829,00699
01118,00296,02358
00136,01678,04261
02193,03303,03996
03406,04170,03331
03059,03345,02469
04903,01561,03695
03288,02711,00166
02517,00274,00374
00526,00317,03876
04550,01219,02146
04118,02620,03189
03595,03375,01092
04217,01980,00801
00384,00068,01066
00639,04056,01320
01178,04336,04002
03121,00333,04151
01530,00484,03220
02221,00779,01120
00299,01143,00422
04371,01619,03563
01010,00404,02564
04207,04201,04642
03077,00860,00643
04354,04023,00490
02769,04190,03594
03330,04571,02613
02169,02540,02307
01789,00054,01413
04082,01463,04971
03259,03064,03592
03503,01854,01349
01314,04098,03775
04165,01699,00852
00137,02887,00826
04986,03163,02764
04047,01709,00386
02112,02554,04398
02535,00995,00957
04201,01854,04948
03591,01882,00285
01117,01189,04770
04651,03005,02785
03676,01857,02762
01469,00938,03881
00551,04435,01026
03181,01516,01515
03830,02792,01770
03267,04866,00394
00906,00482,00000
02154,01062,03449
01112,04005,01172
00281,00521,00331
04243,03106,04748
00796,02632,03226
04736,02934,01860
02059,00738,01232
03670,03152,04820
03201,00809,03399
04137,01469,00633
04902,03628,02289
02564,04013,04171
01538,02452,04520
01912,03333,01749
03892,01063,01239
00546,04505,01064
02016,04005,02838
03692,04689,01075
02941,00973,02685
03498,03748,03546
01817,01154,01924
00769,00460,00755
00819,01463,02380
00853,03601,01158
01774,00498,03688
01407,03426,00243
02644,04158,01512
00621,01120,03140
02456,04391,01039
03359,00402,02551
04907,04939,02911
01443,04620,04603
00857,02549,01971
00487,01061,03219
00736,01742,02768
02116,00332,02643
02859,02195,04105
03075,03103,01387
03165,04763,03763
00556,03188,00480
03931,00668,02701
04950,00032,02952
03176,01225,00616
04798,02703,00372
02223,00036,00854
02359,01067,02120
04974,04543,03839
03757,01147,00511
04522,02758,02283
03748,00353,03194
02430,02842,03288
02348,00525,00879
01226,02194,00166
04323,01999,01399
01149,04066,04163
02829,02649,00780
04308,00861,00580
02658,00645,03026
00897,02658,01743
01213,04388,01313
03414,02867,04364
02821,03573,00235
04731,01839,04761
01745,02273,00223
03576,03944,01064
02428,01173,03092
01804,02616,03338
03455,01469,04750
00598,00645,04283
01308,04662,00057
01530,04649,04557
00486,04455,04907
00834,00172,02968
00932,00034,01086
03349,01165,03966
00056,03775,02976
00464,00297,01694
02976,00802,04435
04523,04068,03028
01791,03177,01130
03607,04799,04091
04584,01490,00607
02627,00848,00801
01709,01848,04588
00616,01993,03464
04303,04455,03432
01485,01522,04654
03655,01680,02134
02440,04763,04499
00010,01649,03171
00899,00210,00884
03363,03580,00557
02140,04157,02061
00143,03858,03801
00406,03614,01025
01716,04742,00712
01516,04316,00042
03700,03647,02348
01172,03424,02128
02216,04460,01925
04763,03690,01320
01787,00011,00644
01352,00214,00680
04750,02371,02796
00331,00778,01649
02805,02817,00711
04746,04424,03649
01344,03292,03477
01051,03739,02872
04550,00028,01968
04261,02224,02018
02990,04155,01574
00769,01216,04539
00912,03163,04537
02261,03205,03525
02753,04129,01620
01051,04680,00967
03421,01964,02882
00821,00473,03638
01440,03597,03248
04981,02902,01983
04372,03877,04932
00360,03827,02348
01817,03004,01454
00434,01616,02289
04897,04716,01289
01920,00792,01507
03613,03576,02383
01904,03337,03480
00713,00721,01998
02699,03690,00254
02197,03493,01891
03739,01229,01999
02408,04222,03905
03498,03748,03594
02871,04744,02235
04214,01066,01255
04891,02954,01297
01441,00375,04771
02289,01956,04745
02899,01929,00643
02284,00567,02531
02685,04767,00317
00636,02140,02704
03374,01527,01175
04389,04903,04133
04124,03115,01291
04106,02879,02870
04263,04072,04219
04270,00240,01560
04725,00438,01681
02549,00550,00999
02884,04427,01180
02996,04905,04790
00587,00438,00409
04789,00755,01519
00872,03137,03294
00406,03036,04369
04107,04535,00172
03678,03100,04776
03015,03831,03581
04343,04820,01980
03033,04369,03559
00900,01053,04181
02399,04877,04716
04936,03918,02261
04725,03569,02864
03239,02330,04162
00636,02140,02720
02952,04987,02605
00957,03520,04013
00535,03597,01773
02071,02762,04688
01235,02679,00826
04742,03318,01041
01393,01477,00145
04296,02015,03670
04077,02291,02701
04085,02238,04133
00733,02261,03617
02016,00854,01043
03101,03293,02391
00312,02240,00409
01743,00329,03990
01325,01556,03249
02646,03209,00752
03952,00431,04898
04903,04839,04692
03050,00326,02644
01579,02849,03703
03524,00532,04606
04238,04187,01714
04632,03474,01161
02725,04497,02545
00826,04385,01281
02601,02377,03454
02579,04720,04389
01782,04819,03663
01024,04107,04311
03240,04648,02326
03239,01660,00108
04774,01223,04427
01158,00314,03111
04632,03865,01307
00617,01306,02657
04389,04903,01941
02403,02619,01505
01820,02377,04103
01332,01373,02388
02255,03730,03467
00084,04662,02439
03715,00305,00237
00640,04235,00905
00414,04751,02476
03614,02165,02223
03594,00048,00812
03946,04648,02194
03739,03115,02328
04085,04349,01223
01123,02687,02819
00861,04456,04213
00732,01142,02172
01179,02192,00870
03041,03472,04254
03671,02040,00802
00981,01267,03515
02381,04522,00755
00025,04927,02498
00983,00331,00657
00413,03945,03449
00333,02832,01546
03647,00079,03634
01189,03700,04583
03976,00913,01009
01050,02400,00728
02748,00709,01306
01726,00892,02623
00414,03635,03695
01031,04100,01706
01864,03632,01081
03275,04378,02976
04873,00567,00250
04570,04316,03892
03220,04422,00985
03353,02779,02454
03302,03760,03008
04488,03822,00145
03520,00805,00699
01238,02511,04636
04306,01364,04842
04538,03082,01424
04593,04530,03476
04305,03460,03093
02738,01739,03062
02837,01538,03291
02977,00903,01795
02830,01175,02050
02732,00473,01628
01176,00518,03787
01014,04456,04718
01283,00476,01002
03065,01097,02165
00904,04443,03743
03588,04000,03340
02371,03857,03439
04354,02393,03979
02032,03718,01318
03167,03744,01402
02016,04005,04789
04619,03808,03081
01307,04165,02109
04052,02215,03115
04247,01181,03820
00912,02040,03827
02941,03523,02080
02783,00763,04503
02902,04062,04511
04153,00865,00567
00311,04432,02203
02032,00734,03278
02183,01614,02408
00774,03863,02788
03867,00846,01776
01511,02912,04980
02628,02571,04681
03881,03351,00755
00362,03062,01017
00537,02871,04799
01233,02195,02783
00696,03705,00137
01451,04213,01058
04139,02341,03393
02533,02957,03446
00352,00985,01049
02332,00214,00057
03571,04298,01861
02896,03923,03224
00367,01452,02489
01929,01302,04383
02489,02823,01429
03101,00326,02391
01896,02015,04733
01387,04649,04083
04776,00598,02706
01745,02671,00429
04831,03206,00644
04032,00673,03321
